Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[organism part]	Characteristics[stimulus]	Characteristics[inferred cell type]	Characteristics[plate identity]	Characteristics[run id]	Characteristics[single cell well quality]	Characteristics[post analysis well quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]	Factor Value[cell type]	Factor Value[FACS marker]	Factor Value[organism part]	Factor Value[stimulus]	Factor Value[inferred cell type]
23971_#111	ERS3961069	SAMEA6161058	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#111	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#111	sequencing assay	ERX3640705	23971_111_R2.fastq.gz	23971_111_R2.fastq.gz	ERR3648621	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648621/ERR3648621_2.fastq.gz	cell23971_111	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell
23971_#112	ERS3961070	SAMEA6161059	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#112	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#112	sequencing assay	ERX3640706	23971_112_R1.fastq.gz	23971_112_R1.fastq.gz	ERR3648622	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648622/ERR3648622_1.fastq.gz	cell23971_112	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#112	ERS3961070	SAMEA6161059	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#112	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#112	sequencing assay	ERX3640706	23971_112_R2.fastq.gz	23971_112_R2.fastq.gz	ERR3648622	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648622/ERR3648622_2.fastq.gz	cell23971_112	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#113	ERS3961071	SAMEA6161060	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#113	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#113	sequencing assay	ERX3640707	23971_113_R1.fastq.gz	23971_113_R1.fastq.gz	ERR3648623	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648623/ERR3648623_1.fastq.gz	cell23971_113	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#113	ERS3961071	SAMEA6161060	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#113	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#113	sequencing assay	ERX3640707	23971_113_R2.fastq.gz	23971_113_R2.fastq.gz	ERR3648623	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648623/ERR3648623_2.fastq.gz	cell23971_113	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#114	ERS3961072	SAMEA6161061	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#114	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#114	sequencing assay	ERX3640708	23971_114_R1.fastq.gz	23971_114_R1.fastq.gz	ERR3648624	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648624/ERR3648624_1.fastq.gz	cell23971_114	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#114	ERS3961072	SAMEA6161061	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#114	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#114	sequencing assay	ERX3640708	23971_114_R2.fastq.gz	23971_114_R2.fastq.gz	ERR3648624	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648624/ERR3648624_2.fastq.gz	cell23971_114	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#115	ERS3961073	SAMEA6161062	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#115	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#115	sequencing assay	ERX3640709	23971_115_R1.fastq.gz	23971_115_R1.fastq.gz	ERR3648625	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648625/ERR3648625_1.fastq.gz	cell23971_115	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#115	ERS3961073	SAMEA6161062	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#115	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#115	sequencing assay	ERX3640709	23971_115_R2.fastq.gz	23971_115_R2.fastq.gz	ERR3648625	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648625/ERR3648625_2.fastq.gz	cell23971_115	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#116	ERS3961074	SAMEA6161063	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#116	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#116	sequencing assay	ERX3640710	23971_116_R1.fastq.gz	23971_116_R1.fastq.gz	ERR3648626	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3648626/ERR3648626_1.fastq.gz	cell23971_116	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#116	ERS3961074	SAMEA6161063	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#116	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#116	sequencing assay	ERX3640710	23971_116_R2.fastq.gz	23971_116_R2.fastq.gz	ERR3648626	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3648626/ERR3648626_2.fastq.gz	cell23971_116	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#117	ERS3961075	SAMEA6161064	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#117	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#117	sequencing assay	ERX3640711	23971_117_R1.fastq.gz	23971_117_R1.fastq.gz	ERR3648627	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3648627/ERR3648627_1.fastq.gz	cell23971_117	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#117	ERS3961075	SAMEA6161064	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#117	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#117	sequencing assay	ERX3640711	23971_117_R2.fastq.gz	23971_117_R2.fastq.gz	ERR3648627	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3648627/ERR3648627_2.fastq.gz	cell23971_117	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#118	ERS3961076	SAMEA6161065	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#118	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#118	sequencing assay	ERX3640712	23971_118_R1.fastq.gz	23971_118_R1.fastq.gz	ERR3648628	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3648628/ERR3648628_1.fastq.gz	cell23971_118	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#118	ERS3961076	SAMEA6161065	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#118	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#118	sequencing assay	ERX3640712	23971_118_R2.fastq.gz	23971_118_R2.fastq.gz	ERR3648628	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3648628/ERR3648628_2.fastq.gz	cell23971_118	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#119	ERS3961077	SAMEA6161066	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#119	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#119	sequencing assay	ERX3640713	23971_119_R1.fastq.gz	23971_119_R1.fastq.gz	ERR3648629	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3648629/ERR3648629_1.fastq.gz	cell23971_119	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#119	ERS3961077	SAMEA6161066	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#119	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#119	sequencing assay	ERX3640713	23971_119_R2.fastq.gz	23971_119_R2.fastq.gz	ERR3648629	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3648629/ERR3648629_2.fastq.gz	cell23971_119	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#12	ERS3961078	SAMEA6161067	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	activated dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#12	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#12	sequencing assay	ERX3640714	23971_12_R1.fastq.gz	23971_12_R1.fastq.gz	ERR3648630	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648630/ERR3648630_1.fastq.gz	cell23971_12	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	activated dendritic cell
23971_#12	ERS3961078	SAMEA6161067	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	activated dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#12	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#12	sequencing assay	ERX3640714	23971_12_R2.fastq.gz	23971_12_R2.fastq.gz	ERR3648630	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648630/ERR3648630_2.fastq.gz	cell23971_12	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	activated dendritic cell
23971_#120	ERS3961079	SAMEA6161068	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#120	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#120	sequencing assay	ERX3640715	23971_120_R1.fastq.gz	23971_120_R1.fastq.gz	ERR3648631	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648631/ERR3648631_1.fastq.gz	cell23971_120	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#120	ERS3961079	SAMEA6161068	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte	CF03YBYB	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#120	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#120	sequencing assay	ERX3640715	23971_120_R2.fastq.gz	23971_120_R2.fastq.gz	ERR3648631	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648631/ERR3648631_2.fastq.gz	cell23971_120	conventional dendritic cell	CD11c+ HLA-DR+	skin	house dust mite extract	monocyte
23971_#121	ERS3961080	SAMEA6161069	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#121	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#121	sequencing assay	ERX3640716	23971_121_R1.fastq.gz	23971_121_R1.fastq.gz	ERR3648632	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648632/ERR3648632_1.fastq.gz	cell23971_121	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell
23971_#121	ERS3961080	SAMEA6161069	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#121	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#121	sequencing assay	ERX3640716	23971_121_R2.fastq.gz	23971_121_R2.fastq.gz	ERR3648632	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648632/ERR3648632_2.fastq.gz	cell23971_121	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell
23971_#122	ERS3961081	SAMEA6161070	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#122	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#122	sequencing assay	ERX3640717	23971_122_R1.fastq.gz	23971_122_R1.fastq.gz	ERR3648633	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648633/ERR3648633_1.fastq.gz	cell23971_122	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#122	ERS3961081	SAMEA6161070	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#122	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#122	sequencing assay	ERX3640717	23971_122_R2.fastq.gz	23971_122_R2.fastq.gz	ERR3648633	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648633/ERR3648633_2.fastq.gz	cell23971_122	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#123	ERS3961082	SAMEA6161071	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#123	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#123	sequencing assay	ERX3640718	23971_123_R1.fastq.gz	23971_123_R1.fastq.gz	ERR3648634	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648634/ERR3648634_1.fastq.gz	cell23971_123	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell
23971_#123	ERS3961082	SAMEA6161071	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#123	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#123	sequencing assay	ERX3640718	23971_123_R2.fastq.gz	23971_123_R2.fastq.gz	ERR3648634	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648634/ERR3648634_2.fastq.gz	cell23971_123	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	plasmacytoid dendritic cell
23971_#124	ERS3961083	SAMEA6161072	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#124	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#124	sequencing assay	ERX3640719	23971_124_R1.fastq.gz	23971_124_R1.fastq.gz	ERR3648635	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648635/ERR3648635_1.fastq.gz	cell23971_124	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#124	ERS3961083	SAMEA6161072	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#124	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#124	sequencing assay	ERX3640719	23971_124_R2.fastq.gz	23971_124_R2.fastq.gz	ERR3648635	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648635/ERR3648635_2.fastq.gz	cell23971_124	plasmacytoid dendritic cell	CD123Hi BDCA2+	skin	house dust mite extract	activated dendritic cell
23971_#125	ERS3961084	SAMEA6161073	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	monocyte	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#125	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#125	sequencing assay	ERX3640720	23971_125_R1.fastq.gz	23971_125_R1.fastq.gz	ERR3648636	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3648636/ERR3648636_1.fastq.gz	cell23971_125	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	monocyte
